AREA,PERIMETER,MAJOR_AXIS,MINOR_AXIS,ECCENTRICITY,EQDIASQ,SOLIDITY,CONVEX_AREA,Class
317955,2282.6021,857.2585,477.4725,0.8305,636.2648,0.9737,326544,5
401589,2412.8311,841.7765,609.9025,0.6892,715.0657,0.9775,410843,5
338610,2722.6831,893.1884,491.8964,0.8347,656.6061,0.9451,358287,5
373834,2328.502,857.2696,556.9949,0.7602,689.9132,0.9851,379487,5
391376,2544.783,897.7682,557.4372,0.7839,705.9146,0.965,405582,5
310795,2429.0669,878.1395,455.6671,0.8548,629.06,0.966,321718,5
364607,2297.5901,813.4385,573.2492,0.7095,681.3458,0.9806,371829,5
325380,2254.8821,863.1747,483.1501,0.8287,643.6511,0.9708,335152,5
343379,2360.467,919.113,479.2314,0.8533,661.2138,0.9657,355591,5
298236,2200.0559,868.1497,444.6231,0.8589,616.219,0.9761,305552,5
307420,2221.959,867.9562,457.0818,0.8501,625.6351,0.9758,315050,5
364261,2588.145,987.3378,478.3656,0.8748,681.0224,0.9535,382038,5
387240,2410.8999,920.8607,539.2838,0.8106,702.1747,0.9793,395412,5
351580,2424.6331,914.5834,494.2882,0.8414,669.0632,0.9741,360946,5
318125,2211.4131,838.0247,496.6458,0.8055,636.4349,0.9509,334564,5
325847,2354.845,853.3223,491.4482,0.8175,644.1128,0.962,338714,5
417499,2586.47,1001.9357,534.8173,0.8456,729.0928,0.9761,427713,5
299458,2141.3279,841.7073,456.2444,0.8403,617.4802,0.9834,304514,5
364617,2623.2151,871.7518,540.7759,0.7843,681.3551,0.9742,374257,5
354060,2492.134,871.677,525.1666,0.7981,671.4188,0.9562,370270,5
362684,2407.593,925.5394,506.546,0.8369,679.5466,0.9564,379206,5
310190,2223.6509,862.0129,464.774,0.8422,628.4474,0.9768,317572,5
333850,2349.7009,845.816,509.6266,0.7981,651.9747,0.9596,347911,5
306371,2160.9741,795.8485,498.9199,0.7791,624.5668,0.9746,314367,5
282259,2100.0061,808.4828,446.3885,0.8338,599.4859,0.9853,286469,5
291259,2136.6079,825.5577,452.6159,0.8363,608.9684,0.9802,297143,5
362960,2485.04,932.6669,505.3012,0.8405,679.8051,0.956,379677,5
370661,2404.842,953.9807,498.8006,0.8524,686.9791,0.9802,378137,5
370687,2481.958,917.0978,521.7222,0.8224,687.0032,0.9757,379925,5
361058,2397.439,904.1469,513.4807,0.8231,678.0216,0.977,369539,5
334863,2282.0659,872.7985,490.8819,0.8268,652.9631,0.9816,341131,5
289774,2146.249,812.8783,462.5508,0.8223,607.4139,0.979,295999,5
310151,2237.895,812.6631,491.8975,0.796,628.4079,0.9741,318384,5
277447,2027.295,798.4498,444.0995,0.831,594.3538,0.988,280824,5
287291,2121.5859,836.7213,440.0023,0.8506,604.806,0.9798,293223,5
326670,2259.6599,888.6778,471.2458,0.8478,644.9257,0.9694,336982,5
297174,2155.959,779.7753,488.4755,0.7795,615.1208,0.9716,305852,5
305032,2311.6509,861.9067,455.7622,0.8488,623.2004,0.954,319728,5
304948,2185.3789,829.9847,473.5959,0.8212,623.1146,0.9763,312363,5
309025,2163.1311,831.9025,477.1172,0.8192,627.2662,0.9812,314953,5
276143,2079.627,820.3309,432.2186,0.8499,592.9554,0.9802,281714,5
338914,2247.1541,868.6652,498.7621,0.8187,656.9008,0.9877,343124,5
355763,2424.814,990.7361,458.7359,0.8863,673.0316,0.9835,361727,5
391450,2479.239,892.5263,560.6314,0.7781,705.9813,0.9846,397557,5
304684,2173.7949,890.8111,437.7785,0.8709,622.8448,0.9891,308038,5
283770,2096.7639,775.8751,468.8516,0.7968,601.0883,0.9737,291436,5
275775,2000.7679,723.755,488.6776,0.7376,592.5602,0.9792,281629,5
286603,2058.97,782.1415,469.3111,0.8,604.0814,0.9843,291172,5
326090,2386.698,803.0966,519.4846,0.7626,644.3529,0.9727,335242,5
272635,2195.2859,776.0174,450.5913,0.8142,589.1771,0.9776,278895,5
337948,2288.22,884.1144,492.5711,0.8304,655.964,0.9849,343113,5
347931,2379.052,949.2151,468.3536,0.8698,665.5821,0.9817,354415,5
296161,2355.0471,884.1443,429.3063,0.8742,614.0716,0.9748,303819,5
361867,2681.0071,909.2697,510.2585,0.8277,678.7808,0.9594,377190,5
283096,2134.1521,842.0992,431.0886,0.859,600.3741,0.9777,289539,5
282651,2115.1909,849.2612,427.8779,0.8638,599.902,0.9835,287385,5
382243,2515.0081,983.1814,498.3077,0.862,697.6295,0.976,391649,5
328626,2411.4719,878.9201,485.9003,0.8333,646.8536,0.9425,348685,5
351367,2301.5859,875.3801,513.9609,0.8095,668.8605,0.9842,357025,5
306787,2205.3831,851.6366,461.404,0.8405,624.9907,0.9737,315074,5
354813,2323.3391,908.402,502.3913,0.8331,672.1324,0.9804,361910,5
326893,2297.4441,889.015,473.2075,0.8466,645.1458,0.9709,336684,5
335351,2445.8889,976.2505,441.572,0.8919,653.4387,0.9622,348539,5
288470,2170.512,916.8247,406.8782,0.8961,606.0457,0.9822,293705,5
347731,2383.332,952.7579,471.4235,0.869,665.3907,0.9711,358093,5
266928,2126.3701,798.1915,433.349,0.8398,582.978,0.9638,276944,5
290186,2331.5811,912.2787,424.2137,0.8853,607.8456,0.9255,313562,5
333228,2300.667,856.532,500.6767,0.8114,651.3671,0.9812,339597,5
320409,2200.635,861.2217,477.5822,0.8322,638.7155,0.9749,328674,5
321312,2204.2451,888.2299,464.3716,0.8525,639.6149,0.9873,325458,5
340479,2652.927,998.5767,442.5258,0.8964,658.4158,0.9432,360967,5
356344,2462.323,886.2712,521.8904,0.8082,673.5809,0.9594,371435,5
272029,1927.442,700.212,497.2475,0.7041,588.522,0.9908,274542,6
328825,2226.321,845.2898,520.5521,0.7879,647.0494,0.9565,343779,6
378039,2343.229,902.627,535.519,0.805,693.7825,0.9889,382265,6
324530,2168.541,805.7068,514.7833,0.7693,642.8098,0.9883,328356,6
332254,2172.4651,829.761,513.4503,0.7856,650.4144,0.993,334598,6
247036,1961.302,694.0135,524.4564,0.6549,560.8351,0.8834,279628,6
243353,1853.187,664.4248,469.841,0.7071,556.6387,0.9893,245985,6
209193,1761.806,622.2163,446.4828,0.6965,516.0938,0.9492,220381,6
276444,2005.511,793.3969,445.7533,0.8273,593.2786,0.9913,278859,6
351763,2293.7791,878.5163,513.9243,0.811,669.2373,0.9843,357372,6
261345,1920.686,735.1219,454.3767,0.7861,576.849,0.9933,263110,6
306831,2101.9919,790.1249,496.5371,0.7779,625.0355,0.9884,310445,6
243025,1855.1949,670.8918,463.4907,0.723,556.2635,0.9878,246026,6
310359,2138.5901,838.097,472.3667,0.826,628.6186,0.9892,313749,6
259098,1871.046,672.9703,494.7143,0.6779,574.3638,0.9935,260792,6
365088,2249.6321,863.308,541.9211,0.7784,681.795,0.9916,368189,6
308938,2105.4199,789.2784,502.5179,0.7711,627.1779,0.9833,314176,6
332079,2135.427,808.1102,525.323,0.7599,650.2431,0.9964,333281,6
240537,1967.1281,718.0688,487.6316,0.7341,553.4088,0.8776,274088,6
255422,1882.9041,710.4493,461.1236,0.7607,570.2748,0.9955,256573,6
196561,1697.087,631.0634,400.5577,0.7727,500.2692,0.9833,199909,6
269740,1951.873,759.0534,453.6415,0.8018,586.0406,0.9946,271215,6
343082,2286.1189,926.7311,484.092,0.8527,660.9278,0.9779,350825,6
258106,1893.702,729.0965,452.9291,0.7836,573.2632,0.9938,259715,6
289876,2087.52,818.5771,453.4831,0.8325,607.5209,0.9878,293458,6
253517,1860.3199,672.4048,483.49,0.695,568.1442,0.9912,255778,6
313487,2115.344,753.2776,532.3475,0.7075,631.7785,0.9861,317896,6
336724,2196.658,784.414,573.6385,0.6821,654.775,0.9573,351740,6
293477,2039.6071,766.5217,490.2007,0.7688,611.2827,0.9925,295699,6
355294,2266.9509,870.8358,521.8104,0.8006,672.5878,0.9887,359343,6
285626,2061.635,785.1763,465.285,0.8055,603.0508,0.9875,289254,6
363370,2249.0371,793.2402,586.2938,0.6736,680.189,0.993,365942,6
342830,2196.917,797.9894,549.5345,0.7251,660.6851,0.993,345235,6
318719,2222.4399,826.2077,520.563,0.7765,637.0287,0.9409,338755,6
248888,1939.901,701.8555,453.7137,0.763,562.9334,0.9784,254376,6
240328,1953.7419,644.4176,513.0257,0.6052,553.1683,0.9014,266617,6
323238,2263.3049,827.1309,542.2946,0.7551,641.5289,0.9205,351158,6
253875,1997.355,747.1664,502.6085,0.7399,568.5452,0.9118,278438,6
273905,2009.04,701.0014,503.6558,0.6955,590.5478,0.9722,281724,6
273895,2008.311,721.5966,486.044,0.7391,590.537,0.9862,277731,6
266662,1982.204,760.303,464.9061,0.7913,582.6874,0.9669,275780,6
325346,2196.3879,836.8861,501.7307,0.8004,643.6174,0.9734,334237,6
265078,1959.991,706.0493,491.0711,0.7185,580.9542,0.9681,273812,6
232956,1941.686,690.3647,464.7091,0.7395,544.618,0.9146,254703,6
317794,2280.969,875.5868,525.338,0.8,636.1037,0.9016,352462,6
326358,2116.1909,760.83,548.6188,0.6929,644.6177,0.9909,329340,6
327911,2156.5811,786.681,535.171,0.7329,646.1495,0.9884,331747,6
304474,2109.019,800.2658,485.959,0.7945,622.6302,0.9885,308022,6
331374,2177.7839,822.1873,516.5453,0.778,649.5526,0.9878,335457,6
296101,2069.2051,772.6999,493.0547,0.77,614.0093,0.9812,301761,6
315524,2139.259,777.8326,519.9553,0.7437,633.8278,0.9839,320702,6
297687,2056.9331,756.6042,504.0089,0.7458,615.6516,0.9885,301159,6
275854,1941.407,690.539,512.5972,0.6701,592.6451,0.991,278352,6
216849,1730.665,642.5626,431.9132,0.7404,525.4529,0.9918,218637,6
262586,1982.464,678.1152,519.9161,0.642,578.217,0.9122,287874,6
210586,1811.012,654.7697,415.6927,0.7726,517.8093,0.9667,217844,6
212397,1773.141,649.371,418.6798,0.7644,520.031,0.9773,217331,6
223523,1857.668,681.8671,473.7249,0.7193,533.4776,0.899,248647,6
321388,2174.022,833.3666,495.1312,0.8044,639.6905,0.985,326292,6
375569,2377.7141,953.837,504.36,0.8488,691.5123,0.9897,379477,6
228916,1766.642,637.0115,460.6281,0.6907,539.8749,0.9912,230947,6
220062,1879.042,680.3406,465.7903,0.7289,529.3313,0.8845,248805,6
326826,2215.4141,803.9762,526.0378,0.7562,645.0797,0.9737,335637,6
237022,1848.2061,683.0206,445.617,0.7579,549.3503,0.9836,240962,6
306521,2106.093,713.1732,554.9265,0.6281,624.7197,0.9756,314191,6
283888,2076.377,772.6867,496.8922,0.7658,601.2133,0.9376,302791,6
294428,2022.094,716.1476,528.4319,0.6749,612.2723,0.9872,298256,6
242972,1830.124,650.916,476.3255,0.6815,556.2028,0.9905,245310,6
268142,1989.489,747.3624,467.567,0.7801,584.3021,0.9744,275197,6
233918,1926.46,689.4012,493.188,0.6987,545.7414,0.8909,262577,6
222233,1812.683,650.1162,437.5476,0.7396,531.9359,0.9779,227247,6
210197,1790.522,640.6564,422.1224,0.7522,517.3307,0.9687,216990,6
324044,2162.4221,818.4114,508.6661,0.7834,642.3283,0.9901,327280,6
239741,1841.7939,686.2008,446.7934,0.759,552.4923,0.9929,241463,6
237986,1992.689,759.7626,468.2187,0.7875,550.4663,0.8739,272332,6
376000,2405.4141,952.5737,506.6357,0.8468,691.909,0.9826,382645,6
364338,2385.511,849.6287,548.4377,0.7638,681.0944,0.9874,368969,6
308051,2090.377,761.1531,519.0694,0.7314,626.2769,0.9875,311966,6
303347,2094.3931,740.3585,525.1052,0.7049,621.4768,0.9735,311603,6
249697,1902.502,694.4902,460.7358,0.7483,563.8476,0.9898,252263,6
291841,2018.3459,735.3645,508.7705,0.722,609.5765,0.9904,294658,6
311275,2097.01,778.6296,510.3182,0.7553,629.5456,0.9925,313612,6
259258,1978.4659,723.0809,466.3064,0.7643,574.5411,0.9798,264606,6
373627,2634.644,860.8875,555.6307,0.7638,689.7222,0.9715,384588,6
242092,1875.025,700.394,441.3842,0.7764,555.1946,0.993,243806,6
221306,1836.3361,698.2211,425.5484,0.7928,530.8254,0.9553,231671,6
346353,2324.49,840.6997,527.3477,0.7788,664.071,0.9758,354954,6
283636,2036.349,751.853,482.4856,0.7669,600.9464,0.9819,288870,6
313194,2095.9231,769.103,519.8459,0.737,631.4832,0.9905,316201,6
255403,1925.365,691.8453,477.1796,0.7241,570.2536,0.9785,261028,6
365924,2664.823,855.4633,551.5447,0.7644,682.5752,0.9466,386566,6
254330,1926.736,747.4943,435.6219,0.8126,569.0545,0.9925,256255,6
238955,1906.2679,716.6485,441.8297,0.7873,551.5859,0.9604,248795,6
343792,2289.272,823.8438,534.7757,0.7607,661.6113,0.9781,351472,6
